task_id,project_id,wbs_level,task_name,task_category,planned_start_date,planned_end_date,planned_duration_days,task_weight_pct,critical_flag,baseline_sequence_no
10059,1,1,"Water Supply Line Installation",Plumbing,2023-06-28,2023-07-24,26,0.64,N,364
10060,1,4,"Water Supply Line Installation",Plumbing,2022-04-12,2022-04-23,11,2.81,N,498
10061,1,2,"Underground Drainage",Plumbing,2022-08-01,2022-08-22,21,0.71,Y,483
10062,1,1,"Underground Drainage",Plumbing,2023-10-28,2023-11-06,9,2.41,Y,292
10063,1,4,"Backfilling and Compaction",Civil,2022-08-21,2022-09-13,23,2.19,Y,51
10064,1,4,"Backfilling and Compaction",Civil,2023-10-01,2023-10-20,19,1.00,Y,6
10065,1,3,"Floor Tiling",Finishing,2023-07-27,2023-08-20,24,2.04,Y,244
10066,1,1,"Internal Plastering",Finishing,2023-10-24,2023-11-15,22,2.89,N,29
10067,1,1,"Excavation for Foundations",Civil,2023-09-04,2023-10-07,33,0.99,N,474
10068,1,3,"Conduit Laying",Electrical,2023-08-29,2023-09-07,9,2.24,N,350
10069,1,1,"Underground Drainage",Plumbing,2022-04-18,2022-05-13,25,0.85,Y,160
10070,1,3,"Column Casting",Structural,2023-08-01,2023-08-22,21,2.35,N,56
10071,1,2,"Floor Tiling",Finishing,2023-12-27,2024-01-14,18,1.61,Y,486
10072,1,2,"Internal Plastering",Finishing,2023-05-19,2023-05-29,10,0.36,Y,213
10073,1,4,"Site Clearing and Grading",Civil,2022-10-17,2022-11-18,32,2.73,N,376
10074,1,2,"Site Clearing and Grading",Civil,2022-09-28,2022-10-26,28,0.80,N,17
10075,1,3,"Panel Installation",Electrical,2024-04-23,2024-05-24,31,2.96,N,87
10076,1,1,"Site Clearing and Grading",Civil,2022-07-01,2022-07-25,24,1.25,Y,288
10077,1,4,"Beam Reinforcement Installation",Structural,2023-04-12,2023-05-08,26,0.54,N,101
10078,1,3,"Panel Installation",Electrical,2023-07-13,2023-08-01,19,1.28,N,16
10079,1,1,"Underground Drainage",Plumbing,2024-01-12,2024-02-13,32,1.31,N,33
10080,1,3,"Backfilling and Compaction",Civil,2022-10-28,2022-11-08,11,1.28,N,491
10081,1,3,"Internal Plastering",Finishing,2023-01-05,2023-02-01,27,1.10,Y,13
10082,1,4,"Footing Reinforcement Fixing",Structural,2023-08-11,2023-09-16,36,2.43,N,418
10083,1,1,"Underground Drainage",Plumbing,2023-09-02,2023-09-20,18,2.47,N,422
10084,1,4,"Column Casting",Structural,2023-03-13,2023-04-09,27,1.28,Y,263
10085,1,2,"Beam Reinforcement Installation",Structural,2024-05-21,2024-06-07,17,1.40,Y,247
10086,1,4,"Painting and Polishing",Finishing,2023-03-11,2023-03-28,17,2.69,Y,136
10087,1,4,"Internal Plastering",Finishing,2022-11-11,2022-11-24,13,1.65,N,89
10088,1,2,"Column Casting",Structural,2023-06-12,2023-07-18,36,2.32,Y,400
10089,1,3,"Cable Pulling",Electrical,2023-01-23,2023-02-16,24,0.99,N,102
10090,1,2,"Underground Drainage",Plumbing,2022-10-19,2022-11-10,22,0.71,Y,168
10091,1,2,"Internal Road Works",Civil,2022-12-25,2023-01-16,22,2.05,Y,335
10092,1,4,"Underground Drainage",Plumbing,2022-07-25,2022-08-01,7,2.68,Y,431
10093,1,2,"Water Supply Line Installation",Plumbing,2022-05-23,2022-06-17,25,0.62,Y,308
10094,1,2,"Internal Plastering",Finishing,2022-06-27,2022-07-27,30,1.51,N,397
10095,1,2,"Site Clearing and Grading",Civil,2024-01-24,2024-02-22,29,0.40,N,73
10096,1,2,"Excavation for Foundations",Civil,2022-12-29,2023-01-07,9,2.50,N,210
10097,1,1,"Conduit Laying",Electrical,2024-01-07,2024-02-02,26,0.85,N,281
10098,1,4,"Underground Drainage",Plumbing,2023-06-03,2023-06-16,13,2.09,Y,328
10099,1,4,"Internal Plastering",Finishing,2024-02-09,2024-02-26,17,2.18,N,146
10100,1,3,"Cable Pulling",Electrical,2022-06-03,2022-06-29,26,1.42,Y,443
